"source","folder","name","manufacturer","conn","framework","probe_cmd","actions","verdict"
"community","d_305","Keithley 707A 鍗婂浣撳紑鍏崇煩闃典富鏈?","Tektronix","UNKNOWN","","","10","T4_manual_review"
"community","d_306","Keithley 707B 鍗婂浣撳紑鍏崇煩闃典富鏈?","Tektronix","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_307","Keysight 34980A 澶氬姛鑳藉紑鍏?娴嬮噺鍗曞厓","Keysight","TCP","socket","","9","T3_network_needs_ext"
"community","d_308","Keysight B2200A 椋炲畨绾т綆婕忕數寮€鍏充富鏈?","Keysight","UNKNOWN","","*IDN?","10","T4_manual_review"
"community","d_309","Keysight E5250A 浣庢紡鐢靛紑鍏充富鏈?","Keysight","UNKNOWN","","*IDN?","9","T4_manual_review"
"community","d_31","Ocean Optics HR2000+ 楂樺垎杈ㄧ巼鍏夎氨浠?","Ocean Optics","UNKNOWN","","","8","T4_manual_review"
"community","d_310","NF CA5351 鍙紪绋嬬數娴佹斁澶у櫒","NF Corporation","TCP","socket","*OPC?","6","T3_network_needs_ext"
"community","d_311","Rohde & Schwarz NGP800 鐩存祦鐢垫簮","Rohde & Schwarz","UNKNOWN","","","10","T4_manual_review"
"community","d_312","OmniCure S2000 UV鐐瑰浐鍖栫郴缁?","PCO","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_313","GQ GMC-300E Plus 鐩栭潻璁℃暟鍣ㄨ緪灏勭洃娴嬩华","GQ Electronics","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","d_315","Acton FA-448 鐢靛姩婊ゅ厜鐗囪疆","Princeton Instruments","UNKNOWN","","?Filter","10","T4_manual_review"
"community","d_317","Bentham 610 鎭掓祦绋冲畾鐏數婧?","Bentham","UNKNOWN","","*IDN?","10","T4_manual_review"
"community","d_318","DPS 3005 鍙紪绋嬮檷鍘嬬洿娴佺數婧愭ā鍧?","RD/Ruideng","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_319","Lambda ZUP 鍙紪绋嬬洿娴佺數婧?","TDK-Lambda","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_320","Pico Technology TC-08 鐑數鍋舵俯搴﹁褰曚华","Pico Technology","TCP","socket","","10","T3_network_needs_ext"
"community","d_321","Optris CT 绯诲垪绾㈠娴嬫俯浠?","Optris","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_322","Voltcraft K204 鍥涢€氶亾鐑數鍋舵俯搴﹁褰曚华","Voltcraft","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_323","PyroScience FireSting-O2 鍏夌氦婧舵哀浠?","PyroScience","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_324","Opsens Solutions CoreSens 鍏夌氦浼犳劅鍣ㄤ俊鍙疯皟鐞嗗櫒","Opsens Solutions","UNKNOWN","","*IDN?","10","T4_manual_review"
"community","d_326","Keithley 2100 6.5浣峌SB鏁板瓧涓囩敤琛?","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","10","T2_visa_needs_rs232_idn"
"community","d_327","Keithley 2110 5.5浣嶅弻鏄剧ず鏁板瓧涓囩敤琛?","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","5","T2_visa_needs_rs232_idn"
"community","d_328","Keithley 2701 浠ュお缃戜竾鐢ㄨ〃/鏁版嵁閲囬泦绯荤粺","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","4","T2_visa_needs_rs232_idn"
"community","d_329","Keithley 2750 涓囩敤琛?寮€鍏崇郴缁?","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","4","T2_visa_needs_rs232_idn"
"community","d_330","Andor Shamrock 500i 鎴愬儚鍏夎氨浠?","Andor","UNKNOWN","","","10","T4_manual_review"
"community","d_332","Amplitude Satsuma 宸ヤ笟椋炵婵€鍏夊櫒","Amplitude Systems","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","d_333","ASI Cheetah3 娣峰悎鍍忕礌鎺㈡祴鍣?","Amsterdam Scientific Instruments","UNKNOWN","","","0","T4_manual_review"
"community","d_341","Teledyne LeCroy WaveRunner 9104 鏁板瓧绀烘尝鍣?","Teledyne LeCroy","VISA_SCPI","lantz/VISA","","10","T2_visa_needs_rs232_idn"
"community","d_343","Newport ESP100 閫氱敤杩愬姩鎺у埗鍣?椹卞姩鍣?","Newport","VISA_SCPI","lantz/VISA","","9","T2_visa_needs_rs232_idn"
"community","d_346","Newport SMC100 鍗曡酱杩愬姩鎺у埗鍣?","Newport","VISA_SCPI","lantz/VISA","","9","T2_visa_needs_rs232_idn"
"community","d_348","Physik Instrumente E-816 鍘嬬數鎺у埗鍣ㄨ绠楁満鎺ュ彛瀛愭ā鍧?","Physik Instrumente","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_349","Physik Instrumente C-863 Mercury DC鐢垫満浼烘湇鎺у埗鍣?","Physik Instrumente","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_35","JEOL JSM-7800F 鑲栫壒鍩哄満鍙戝皠鎵弿鐢靛瓙鏄惧井闀?","JEOL","UNKNOWN","","","10","T4_manual_review"
"community","d_350","C-663 Mercury Step姝ヨ繘鐢垫満鎺у埗鍣?","Physik Instrumente","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_351","E-545 PInano鍘嬬數鎺у埗鍣?","Physik Instrumente","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_352","C-862 Mercury鐩存祦鐢垫満鎺у埗鍣?","Physik Instrumente","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_354","BIO2.100鍙岃酱瓒呬綆杞粨绾崇背瀹氫綅骞冲彴","PiezoConcept","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","d_355","DSP7265鍙岀浉DSP閿佺浉鏀惧ぇ鍣?","Signal Recovery","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_361","MFF101鐢靛姩婊ゅ厜鐗囩炕杞灦","Thorlabs","UNKNOWN","","","10","T4_manual_review"
"community","d_363","BBD201鍗曢€氶亾鍙板紡涓夌浉鏃犲埛鐩存祦浼烘湇鎺у埗鍣?","Thorlabs","UNKNOWN","","","10","T4_manual_review"
"community","d_365","TDC001 T-Cube鐩存祦浼烘湇鐢垫満鎺у埗鍣?","Thorlabs","UNKNOWN","","","10","T4_manual_review"
"community","d_366","KDC101 K-Cube鐩存祦浼烘湇鐢垫満鎺у埗鍣?","Thorlabs","UNKNOWN","","","10","T4_manual_review"
"community","d_367","Thorlabs KPA101 K-Cube浣嶇疆瀵瑰噯鎺у埗鍣?","Thorlabs","UNKNOWN","","","10","T4_manual_review"
"community","d_369","Thorlabs CCS100 绱у噾鍨婥CD鍏夎氨浠?","Thorlabs","UNKNOWN","","","10","T4_manual_review"
"community","d_370","Thorlabs CCS175 绱у噾鍨婥CD鍏夎氨浠?","Thorlabs","UNKNOWN","","","10","T4_manual_review"
"community","d_371","Thorlabs CCS200 绱у噾鍨婥CD鍏夎氨浠?","Thorlabs","UNKNOWN","","","10","T4_manual_review"
"community","d_372","Thorlabs DCC3240M 楂樼伒鏁忓害USB 3.0 CMOS鐩告満","Thorlabs","UNKNOWN","","","10","T4_manual_review"
"community","d_373","Uniblitz VLM1 鐢电鍏夊蹇棬","Uniblitz","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","d_374","Zaber T-NA 寰瀷鐢靛姩绾挎€ц嚧鍔ㄥ櫒","Zaber","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_377","Alcatel ACM 1000 鐪熺┖璁℃帶鍒跺櫒","Alcatel","SERIAL","pyserial","BAU","10","T1_serial_probe_ready"
"community","d_38","Bruker D8 Advance X灏勭嚎琛嶅皠浠?","Bruker","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_383","QSI 600绯诲垪绉戝绾CD鐩告満","QSI","UNKNOWN","","","10","T4_manual_review"
"community","d_386","Attocube ANC150鍘嬬數姝ヨ繘杩愬姩鎺у埗鍣?","Attocube","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_39","BMG LABTECH CLARIOstar Plus 澶氬姛鑳介叾鏍囦华","BMG LABTECH","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","d_395","igus dryve D1鐢垫満鎺у埗绯荤粺","Igus","MODBUS","modbus","","10","T2m_modbus_probeable"
"community","d_397","Newport ESP300閫氱敤杩愬姩鎺у埗鍣?椹卞姩鍣?","Newport","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_402","Alicat MC绯诲垪璐ㄩ噺娴侀噺鎺у埗鍣?","Alicat Scientific","UNKNOWN","","","6","T4_manual_review"
"community","d_403","Comet cito Plus 1310 灏勯鍙戠敓鍣?","Comet","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","d_404","Dressler Cesar 1312 灏勯绛夌瀛愬彂鐢熷櫒","Advanced Energy","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_405","Gentec-EO BLU 鏃犵嚎婵€鍏夊姛鐜囪","Gentec","UNKNOWN","","*GAN","8","T4_manual_review"
"community","d_406","HCP TC038 娓╁害鎺у埗鍣?","HCP","MODBUS","modbus","","5","T2m_modbus_probeable"
"community","d_407","HCP TC038D 娓╁害鎺у埗鍣?","HCP","MODBUS","modbus","","5","T2m_modbus_probeable"
"community","d_408","Holzworth HS9000绯诲垪澶氶€氶亾灏勯鍚堟垚鍣?","Holzworth","TCP","socket","*IDN?","6","T3_network_needs_ext"
"community","d_409","HP E3631A 80W涓夎矾杈撳嚭鐩存祦鐢垫簮","Keysight","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_410","Keithley 2182A 鍙岄€氶亾绾充紡琛?","Tektronix","UNKNOWN","","","3","T4_manual_review"
"community","d_411","Lake Shore 475 DSP楂樻柉璁?","Lake Shore","UNKNOWN","","RDGFIELD?","6","T4_manual_review"
"community","d_412","MingHe MHS-5200A 鍙岄€氶亾DDS淇″彿鍙戠敓鍣?","MingHe","UNKNOWN","","","5","T4_manual_review"
"community","d_414","Newport ESP-301 涓夎酱闆嗘垚杩愬姩鎺у埗鍣?椹卞姩鍣?","Newport","UNKNOWN","","TB?","6","T4_manual_review"
"community","d_415","Ondax SureLock LM绯诲垪娉㈤暱绋冲畾婵€鍏夋ā鍧?","Coherent","UNKNOWN","","rstli?","7","T4_manual_review"
"community","d_416","Pfeiffer TPG 361 鍗曢€氶亾鐪熺┖瑙勬帶鍒跺櫒","Pfeiffer Vacuum","UNKNOWN","","","0","T4_manual_review"
"community","d_417","Pfeiffer TPG 362 鍙岄€氶亾鐪熺┖瑙勬帶鍒跺櫒","Pfeiffer Vacuum","UNKNOWN","","","0","T4_manual_review"
"community","d_418","Phase Matrix QuickSyn FSW-0020 棰戠巼鍚堟垚鍣?","Phase Matrix","UNKNOWN","","04.","6","T4_manual_review"
"community","d_419","Picowatt AVS-47B 浜ゆ祦鐢甸樆妗?","Picowatt","UNKNOWN","","RES?","1","T4_manual_review"
"community","d_42","Admiral Instruments Squidstat Plus/Prime 鐢靛寲瀛﹀伐浣滅珯","Admiral Instruments","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","d_420","Sunpower CryoTel GT 鏂壒鏋椾綆娓╁埗鍐锋満","Sunpower","SERIAL","pyserial","SET TBAND","6","T1_serial_probe_ready"
"community","d_421","Tektronix AWG2000绯诲垪浠绘剰娉㈠舰鍙戠敓鍣?","Tektronix","TCP","socket","DAT:STOP?","7","T3_network_needs_ext"
"community","d_422","Tektronix TDS5XX绯诲垪鏁板瓧绀烘尝鍣?","Tektronix","TCP","socket","DAT:STOP?","7","T3_network_needs_ext"
"community","d_425","Delta Elektronika PSC-ETH 浠ュお缃戦€氫俊妯″潡","Delta Elektronika","TCP","socket","*IDN?","8","T3_network_needs_ext"
"community","d_426","Glassman FR绯诲垪楂樺帇鐩存祦鐢垫簮","Glassman","UNKNOWN","","V","7","T4_manual_review"
"community","d_430","Dwyer 16C绯诲垪1/16 DIN娓╁害鎺у埗鍣?","Dwyer","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","d_431","Ekspla NT340绯诲垪楂樿兘閲忓璋冭皭绾崇婵€鍏夊櫒","Ekspla","SERIAL","pyserial","W0/?","3","T1_serial_probe_ready"
"community","d_432","Horiba MicroHR鐭劍璺濇垚鍍忓厜璋变华","Horiba","UNKNOWN","","","4","T4_manual_review"
"community","d_441","Omega D8200 USB鏁版嵁閲囬泦鎺ュ彛妯″潡","Omega Engineering","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","d_442","Omega Platinum绯诲垪PID娓╁害/杩囩▼鎺у埗鍣?","Omega Engineering","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","d_445","Seek Thermal Compact鏅鸿兘鎵嬫満鐑儚浠?","Seek Thermal","UNKNOWN","","","2","T4_manual_review"
"community","d_446","Spectra-Physics Millennia eV杩炵画娉PSS缁胯壊婵€鍏夊櫒","Spectra-Physics","SERIAL","pyserial","?IDN\r","3","T1_serial_probe_ready"
"community","d_447","Thorlabs BSC201鍗曢€氶亾鍙板紡姝ヨ繘鐢垫満鎺у埗鍣?","Thorlabs","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_448","Thorlabs BSC203涓夐€氶亾鍙板紡姝ヨ繘鐢垫満鎺у埗鍣?","Thorlabs","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_45","Mettler Toledo AG204 鍒嗘瀽澶╁钩","Mettler Toledo","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_452","Thorlabs MPC320鐢靛姩鍏夌氦鍋忔尟鎺у埗鍣?","Thorlabs","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_454","Thorlabs PAX1000绯诲垪楂樺姩鎬佽寖鍥村亸鎸垎鏋愪华","Thorlabs","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_456","VICI Valco涓や綅澶氶€氶榾","VICI Valco","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","d_457","Zaber Binary鍗忚鐢垫満鎺у埗鍣?","Zaber","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_458","eDAQ IsoPod闅旂寮忎紶鎰熷櫒鏁版嵁璁板綍浠?","eDAQ","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_46","Ohaus Explorer EX225D/AD 鍗婂井閲忓ぉ骞?","Ohaus","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","d_47","Ohaus Defender 5000 (D52) 宸ヤ笟鍙扮Г","Ohaus","SERIAL","pyserial","","8","T1b_serial_probe_tbd"
"community","d_475","AMI Model 430 瓒呭纾侀搧鐢垫簮绋嬫帶鍣?","American Magnetics","TCP","socket","PSwitch?","10","T3_network_needs_ext"
"community","d_481","Model 4G 鍙屾瀬鎬ц秴瀵肩閾佺數婧?","Cryomagnetics","UNKNOWN","","UNITS?","3","T4_manual_review"
"community","d_482","TM620 浣庢俯娓╁害鐩戞祴浠?","Cryomagnetics","UNKNOWN","","MEAS? A","1","T4_manual_review"
"community","d_484","83650A 鍚堟垚鎵淇″彿鍙戠敓鍣?","Keysight","UNKNOWN","","","3","T4_manual_review"
"community","d_485","8753D RF鐭㈤噺缃戠粶鍒嗘瀽浠?","Keysight","UNKNOWN","","OPC?;PRES","5","T4_manual_review"
"community","d_49","Harvard Apparatus PHD 2000 娉ㄥ皠娉?","Harvard Apparatus","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","d_492","DMM6500 6.5浣嶈Е鎽稿睆鏁板瓧涓囩敤琛?","Tektronix","UNKNOWN","","","0","T4_manual_review"
"community","d_493","DMM7510 7.5浣嶅浘褰㈤噰鏍蜂竾鐢ㄨ〃","Tektronix","UNKNOWN","","","0","T4_manual_review"
"community","d_519","Keysight N5222B PNA寰尝鐭㈤噺缃戠粶鍒嗘瀽浠?","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_520","Keysight N5230C PNA-L寰尝缃戠粶鍒嗘瀽浠?","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_521","Keysight N5232B PNA-L寰尝鐭㈤噺缃戠粶鍒嗘瀽浠?","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_522","Keysight N5245A PNA-X寰尝鐭㈤噺缃戠粶鍒嗘瀽浠?","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_523","Keysight N6705B妯″潡鍖栫洿娴佺數婧愬垎鏋愪华","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_531","Quantum Design DynaCool 鐗╂€ф祴閲忕郴缁?","Quantum Design","VISA_SCPI","lantz/VISA","*IDN?","6","T2_visa_needs_rs232_idn"
"community","d_532","Rigol DG1062Z 鍑芥暟/浠绘剰娉㈠舰鍙戠敓鍣?","Rigol","UNKNOWN","","","2","T4_manual_review"
"community","d_533","Rigol DG4000绯诲垪 鍑芥暟/浠绘剰娉㈠舰鍙戠敓鍣?","Rigol","UNKNOWN","","","2","T4_manual_review"
"community","d_537","Rigol DS1074Z 鏁板瓧绀烘尝鍣?","Rigol","UNKNOWN","","","2","T4_manual_review"
"community","d_54","Inficon IC/5 钖勮啘娌夌Н鎺у埗鍣?","Inficon","VISA_SCPI","lantz/VISA","","6","T2_visa_needs_rs232_idn"
"community","d_56","Inficon SQM-160/SQC-310 钖勮啘鐩戞帶浠?鎺у埗鍣?","Inficon","VISA_SCPI","lantz/VISA","","7","T2_visa_needs_rs232_idn"
"community","d_566","Ametek 7270 DSP閿佺浉鏀惧ぇ鍣?","Signal Recovery","UNKNOWN","","","3","T4_manual_review"
"community","d_568","Copper Mountain S5048 鐭㈤噺缃戠粶鍒嗘瀽浠?","Copper Mountain","UNKNOWN","","*OPC?;SYST:PRES","5","T4_manual_review"
"community","d_569","Cryogenic SMS120C 瓒呭纾侀搧鐢垫簮","Cryogenic","VISA_SCPI","lantz/VISA","GET VL","2","T2_visa_needs_rs232_idn"
"community","d_570","Cryomagnetics LM-500 娑叉€佷綆娓╂恫浣嶈","Cryomagnetics","UNKNOWN","","MEAS? 1","3","T4_manual_review"
"community","d_571","Cryomagnetics Model 4G 瓒呭纾侀搧鐢垫簮","Cryomagnetics","UNKNOWN","","UNITS?","3","T4_manual_review"
"community","d_573","Gentec Maestro 婵€鍏夊姛鐜囪兘閲忚","Gentec","UNKNOWN","","*VER","3","T4_manual_review"
"community","d_574","Holzworth HS9000 澶氶€氶亾灏勯鍚堟垚鍣?","Holzworth","TCP","socket","*IDN?","6","T3_network_needs_ext"
"community","d_575","Holzworth HS9008B 澶氶€氶亾鐩镐綅鐩稿共灏勯鍚堟垚鍣?","Holzworth","VISA_SCPI","lantz/VISA",":{}:FREQ?","9","T2_visa_needs_rs232_idn"
"community","d_577","HP 8594E 渚挎惡寮忛璋卞垎鏋愪华","Keysight","UNKNOWN","","ID?","3","T4_manual_review"
"community","d_58","Huber CC-505 鍐风儹寰幆鍣?","Huber","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","d_586","Lighthouse Photonics Sprout-G 杩炵画娉PSS缁垮厜婵€鍏夊櫒","Lighthouse Photonics","UNKNOWN","","","4","T4_manual_review"
"community","d_59","Julabo HL-4 HighTech鍙紪绋嬪姞鐑惊鐜櫒","Julabo","SERIAL","pyserial","version","10","T1_serial_probe_ready"
"community","d_591","Oxford Instruments ILM200 鏅鸿兘浣庢俯娑蹭綅璁?","Oxford Instruments","VISA_SCPI","lantz/VISA","*IDN?","8","T2_visa_needs_rs232_idn"
"community","d_593","Oxford Instruments Kelvinox IGH 绋€閲婂埗鍐锋満鏅鸿兘姘斾綋澶勭悊绯荤粺","Oxford Instruments","VISA_SCPI","lantz/VISA","*IDN?","9","T2_visa_needs_rs232_idn"
"community","d_594","Oxford Instruments Proteox 鏃犳恫姘︾█閲婂埗鍐锋満","Oxford Instruments","TCP","socket","get_MAG_VEC","10","T3_network_needs_ext"
"community","d_595","PeakTech 15xx绯诲垪绾挎€хǔ鍘嬬洿娴佺數婧?","PeakTech","VISA_SCPI","lantz/VISA","*IDN?","4","T2_visa_needs_rs232_idn"
"community","d_596","Rigol DP932 涓夎矾杈撳嚭鍙紪绋嬬洿娴佺數婧?","Rigol","UNKNOWN","","","9","T4_manual_review"
"community","d_597","Rigol DSG3136B 灏勯淇″彿鍙戠敓鍣?","Rigol","UNKNOWN","","*IDN?","3","T4_manual_review"
"community","d_598","Rohde & Schwarz FSV3013 淇″彿涓庨璋卞垎鏋愪华","Rohde & Schwarz","UNKNOWN","",":FETCH:POW:ACP?","4","T4_manual_review"
"community","d_605","Rohde & Schwarz SMR40 寰尝淇″彿鍙戠敓鍣?","Rohde & Schwarz","UNKNOWN","","SOUR:FREQ?","10","T4_manual_review"
"community","d_606","Rohde & Schwarz SMW200A 鐭㈤噺淇″彿鍙戠敓鍣?","Rohde & Schwarz","UNKNOWN","","*IDN?","7","T4_manual_review"
"community","d_607","Rohde & Schwarz ZVL13 鐭㈤噺缃戠粶鍒嗘瀽浠?","Rohde & Schwarz","UNKNOWN","","INST?","5","T4_manual_review"
"community","d_608","Santec TSL-570 楂樻€ц兘鍙皟璋愭縺鍏夊櫒","Santec","UNKNOWN","","","8","T4_manual_review"
"community","d_609","Santec TSL-580 楂樻€ц兘鍙皟璋愭縺鍏夊櫒","Santec","UNKNOWN","","","8","T4_manual_review"
"community","d_61","Julabo Presto A40 楂樺姩鎬佹俯鎺х郴缁?","Julabo","SERIAL","pyserial","GET_BATH_TEMP","10","T1_serial_probe_ready"
"community","d_610","Andor Shamrock SR750 鍒囧皵灏?鐗圭撼鍏夎氨浠?","Andor","UNKNOWN","","","10","T4_manual_review"
"community","d_612","Stanford Research Systems SIM928 闅旂鐩存祦鐢靛帇婧?","Stanford Research Systems","UNKNOWN","","*IDN?","10","T4_manual_review"
"community","d_613","Stanford Research Systems SR844 灏勯閿佺浉鏀惧ぇ鍣?","Stanford Research Systems","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_614","Tektronix AFG3000绯诲垪浠绘剰鍑芥暟鍙戠敓鍣?","Tektronix","UNKNOWN","","","5","T4_manual_review"
"community","d_615","Tektronix AWG520 浠绘剰娉㈠舰鍙戠敓鍣?","Tektronix","UNKNOWN","","AWGC:RSTATE?","10","T4_manual_review"
"community","d_616","Tektronix FCA3100绯诲垪棰戠巼璁℃暟鍣?瀹氭椂鍣?鍒嗘瀽浠?","Tektronix","UNKNOWN","","","5","T4_manual_review"
"community","d_62","Lauda Proline RP 845 鍒跺喎鍔犵儹寰幆娴?","Lauda","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","d_623","Rohde & Schwarz ZNLE3 鐭㈤噺缃戠粶鍒嗘瀽浠?","Rohde & Schwarz","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_624","Rohde & Schwarz ZNLE4 鐭㈤噺缃戠粶鍒嗘瀽浠?","Rohde & Schwarz","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_625","Rohde & Schwarz ZNLE6 鐭㈤噺缃戠粶鍒嗘瀽浠?","Rohde & Schwarz","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_626","ERA Instruments ERASynth+ 寮€婧愬皠棰戜俊鍙峰彂鐢熷櫒","ERA Instruments","VISA_SCPI","lantz/VISA","","10","T2_visa_needs_rs232_idn"
"community","d_627","ERA Instruments ERASynth++ 寮€婧愬皠棰戜俊鍙峰彂鐢熷櫒","ERA Instruments","VISA_SCPI","lantz/VISA","","10","T2_visa_needs_rs232_idn"
"community","d_628","Valon 5015 楂樼簿搴﹂鐜囧悎鎴愬櫒","Valon","VISA_SCPI","lantz/VISA","","1","T2_visa_needs_rs232_idn"
"community","d_63","Lauda LOOP L250 甯曞皵璐村惊鐜亽娓╁櫒","Lauda","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_630","Thorlabs KBD101 K-Cube鏃犲埛鐩存祦浼烘湇鐢垫満鎺у埗鍣?","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_635","Thorlabs BPC001 鍗曢€氶亾鍙板紡鍘嬬數鎺у埗鍣?","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_636","Thorlabs BPC002 鍙岄€氶亾鍙板紡鍘嬬數鎺у埗鍣?","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_639","Thorlabs BNT001 鍙板紡NanoTrak鎺у埗鍣?","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_64","Thermo NESLAB RTE-740/RTE-111 鍒跺喎鍔犵儹寰幆娴?","Thermo Scientific","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_640","Thorlabs BMS001 鍗曢€氶亾鍙板紡姝ヨ繘鐢垫満鎺у埗鍣?","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_641","Thorlabs BMS002 鍙岄€氶亾鍙板紡姝ヨ繘鐢垫満鎺у埗鍣?","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_642","Thorlabs BDC101 鍗曢€氶亾鍙板紡鐩存祦浼烘湇鐢垫満鎺у埗鍣?","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_643","Thorlabs TPA101 T-Cube鍏夋潫浣嶇疆瀵瑰噯鍣?","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_644","Thorlabs TQD001 T-Cube PSD鑷姩瀵瑰噯鍥涜薄闄愭帰娴嬪櫒鎺у埗鍣?","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_645","Thorlabs MFF102 鐢靛姩婊ゅ厜鐗囩炕杞灦","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_646","Thorlabs KLS101 K-Cube LED/鍏夋簮椹卞姩鍣?","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_647","Thorlabs KNA101 K-Cube NanoTrak鑷姩瀵瑰噯鎺у埗鍣?","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_648","Thorlabs KSG101 K-Cube搴斿彉鐗囪鏁板櫒","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_65","Masterflex L/S 锠曞姩娉电郴缁?","Masterflex","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_650","T-Cube姝ヨ繘鐢垫満鎺у埗鍣?","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_651","T-Cube鍘嬬數鎺у埗鍣?","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_652","T-Cube搴斿彉浠鏁板櫒","Thorlabs","UNKNOWN","","","6","T4_manual_review"
"community","d_653","T-Cube鏃犲埛鐩存祦鐢垫満鎺у埗鍣?","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_655","鍗曢€氶亾鍘嬬數鎺у埗鍣?","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_656","妯″潡鍖栨満鏋舵杩涚數鏈烘帶鍒跺櫒","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_657","妯″潡鍖栨満鏋跺帇鐢垫帶鍒跺櫒","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
