"source","folder","name","manufacturer","conn","framework","probe_cmd","actions","verdict"
"community","d_320","Pico Technology TC-08 热电偶温度记录仪","Pico Technology","TCP","socket","","10","T3_network_needs_ext"
"community","d_321","Optris CT 系列红外测温仪","Optris","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_322","Voltcraft K204 四通道热电偶温度记录仪","Voltcraft","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_323","PyroScience FireSting-O2 光纤溶氧仪","PyroScience","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_324","Opsens Solutions CoreSens 光纤传感器信号调理器","Opsens Solutions","UNKNOWN","","*IDN?","10","T4_manual_review"
"community","d_326","Keithley 2100 6.5位USB数字万用表","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","10","T2_visa_needs_rs232_idn"
"community","d_327","Keithley 2110 5.5位双显示数字万用表","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","5","T2_visa_needs_rs232_idn"
"community","d_328","Keithley 2701 以太网万用表/数据采集系统","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","4","T2_visa_needs_rs232_idn"
"community","d_329","Keithley 2750 万用表/开关系统","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","4","T2_visa_needs_rs232_idn"
"community","d_330","Andor Shamrock 500i 成像光谱仪","Andor","USB_SDK","usb/dll","","10","T3u_usb_sdk_not_serial"
"community","d_332","Amplitude Satsuma 工业飞秒激光器","Amplitude Systems","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","d_333","ASI Cheetah3 混合像素探测器","Amsterdam Scientific Instruments","TCP","network/rest","","0","T3_network_needs_ext"
"community","d_341","Teledyne LeCroy WaveRunner 9104 数字示波器","Teledyne LeCroy","VISA_SCPI","lantz/VISA","","10","T2_visa_needs_rs232_idn"
"community","d_343","Newport ESP100 通用运动控制器/驱动器","Newport","VISA_SCPI","lantz/VISA","","9","T2_visa_needs_rs232_idn"
"community","d_346","Newport SMC100 单轴运动控制器","Newport","VISA_SCPI","lantz/VISA","","9","T2_visa_needs_rs232_idn"
"community","d_348","Physik Instrumente E-816 压电控制器计算机接口子模块","Physik Instrumente","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_349","Physik Instrumente C-863 Mercury DC电机伺服控制器","Physik Instrumente","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_35","JEOL JSM-7800F 肖特基场发射扫描电子显微镜","JEOL","UNKNOWN","","","10","T4_manual_review"
"community","d_350","C-663 Mercury Step步进电机控制器","Physik Instrumente","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_351","E-545 PInano压电控制器","Physik Instrumente","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_352","C-862 Mercury直流电机控制器","Physik Instrumente","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_354","BIO2.100双轴超低轮廓纳米定位平台","PiezoConcept","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","d_355","DSP7265双相DSP锁相放大器","Signal Recovery","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_361","MFF101电动滤光片翻转架","Thorlabs","USB_SDK","camera/spectro-sdk","","10","T3u_usb_sdk_not_serial"
"community","d_363","BBD201单通道台式三相无刷直流伺服控制器","Thorlabs","USB_SDK","camera/spectro-sdk","","10","T3u_usb_sdk_not_serial"
"community","d_365","TDC001 T-Cube直流伺服电机控制器","Thorlabs","USB_SDK","camera/spectro-sdk","","10","T3u_usb_sdk_not_serial"
"community","d_366","KDC101 K-Cube直流伺服电机控制器","Thorlabs","USB_SDK","camera/spectro-sdk","","10","T3u_usb_sdk_not_serial"
"community","d_367","Thorlabs KPA101 K-Cube位置对准控制器","Thorlabs","USB_SDK","camera/spectro-sdk","","10","T3u_usb_sdk_not_serial"
"community","d_369","Thorlabs CCS100 紧凑型CCD光谱仪","Thorlabs","USB_SDK","camera/spectro-sdk","","10","T3u_usb_sdk_not_serial"
"community","d_370","Thorlabs CCS175 紧凑型CCD光谱仪","Thorlabs","USB_SDK","camera/spectro-sdk","","10","T3u_usb_sdk_not_serial"
"community","d_371","Thorlabs CCS200 紧凑型CCD光谱仪","Thorlabs","USB_SDK","camera/spectro-sdk","","10","T3u_usb_sdk_not_serial"
"community","d_372","Thorlabs DCC3240M 高灵敏度USB 3.0 CMOS相机","Thorlabs","USB_SDK","camera/spectro-sdk","","10","T3u_usb_sdk_not_serial"
"community","d_373","Uniblitz VLM1 电磁光学快门","Uniblitz","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","d_374","Zaber T-NA 微型电动线性致动器","Zaber","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_377","Alcatel ACM 1000 真空计控制器","Alcatel","SERIAL","pyserial","BAU","10","T1_serial_probe_ready"
"community","d_38","Bruker D8 Advance X射线衍射仪","Bruker","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_383","QSI 600系列科学级CCD相机","QSI","UNKNOWN","","","10","T4_manual_review"
"community","d_386","Attocube ANC150压电步进运动控制器","Attocube","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_39","BMG LABTECH CLARIOstar Plus 多功能酶标仪","BMG LABTECH","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","d_395","igus dryve D1电机控制系统","Igus","TCP","socket","","10","T3_network_needs_ext"
"community","d_397","Newport ESP300通用运动控制器/驱动器","Newport","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_402","Alicat MC系列质量流量控制器","Alicat Scientific","UNKNOWN","","","6","T4_manual_review"
"community","d_403","Comet cito Plus 1310 射频发生器","Comet","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","d_404","Dressler Cesar 1312 射频等离子发生器","Advanced Energy","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_405","Gentec-EO BLU 无线激光功率计","Gentec","VISA_SCPI","scpi-framework","*GAN","8","T2_visa_needs_rs232_idn"
"community","d_406","HCP TC038 温度控制器","HCP","VISA_SCPI","scpi-framework","","5","T2_visa_needs_rs232_idn"
"community","d_407","HCP TC038D 温度控制器","HCP","VISA_SCPI","scpi-framework","","5","T2_visa_needs_rs232_idn"
"community","d_408","Holzworth HS9000系列多通道射频合成器","Holzworth","TCP","socket","*IDN?","6","T3_network_needs_ext"
"community","d_409","HP E3631A 80W三路输出直流电源","Keysight","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_410","Keithley 2182A 双通道纳伏表","Tektronix","VISA_SCPI","scpi-framework","","3","T2_visa_needs_rs232_idn"
"community","d_411","Lake Shore 475 DSP高斯计","Lake Shore","VISA_SCPI","scpi-framework","RDGFIELD?","6","T2_visa_needs_rs232_idn"
"community","d_412","MingHe MHS-5200A 双通道DDS信号发生器","MingHe","VISA_SCPI","scpi-framework","","5","T2_visa_needs_rs232_idn"
"community","d_414","Newport ESP-301 三轴集成运动控制器/驱动器","Newport","VISA_SCPI","scpi-framework","TB?","6","T2_visa_needs_rs232_idn"
"community","d_415","Ondax SureLock LM系列波长稳定激光模块","Coherent","VISA_SCPI","scpi-framework","rstli?","7","T2_visa_needs_rs232_idn"
"community","d_416","Pfeiffer TPG 361 单通道真空规控制器","Pfeiffer Vacuum","UNKNOWN","","","0","T4_manual_review"
"community","d_417","Pfeiffer TPG 362 双通道真空规控制器","Pfeiffer Vacuum","UNKNOWN","","","0","T4_manual_review"
"community","d_418","Phase Matrix QuickSyn FSW-0020 频率合成器","Phase Matrix","VISA_SCPI","scpi-framework","04.","6","T2_visa_needs_rs232_idn"
"community","d_419","Picowatt AVS-47B 交流电阻桥","Picowatt","VISA_SCPI","scpi-framework","RES?","1","T2_visa_needs_rs232_idn"
"community","d_42","Admiral Instruments Squidstat Plus/Prime 电化学工作站","Admiral Instruments","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","d_420","Sunpower CryoTel GT 斯特林低温制冷机","Sunpower","SERIAL","pyserial","SET TBAND","6","T1_serial_probe_ready"
"community","d_421","Tektronix AWG2000系列任意波形发生器","Tektronix","TCP","socket","DAT:STOP?","7","T3_network_needs_ext"
"community","d_422","Tektronix TDS5XX系列数字示波器","Tektronix","TCP","socket","DAT:STOP?","7","T3_network_needs_ext"
"community","d_425","Delta Elektronika PSC-ETH 以太网通信模块","Delta Elektronika","TCP","socket","*IDN?","8","T3_network_needs_ext"
"community","d_426","Glassman FR系列高压直流电源","Glassman","VISA_SCPI","scpi-framework","V","7","T2_visa_needs_rs232_idn"
"community","d_430","Dwyer 16C系列1/16 DIN温度控制器","Dwyer","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","d_431","Ekspla NT340系列高能量宽调谐纳秒激光器","Ekspla","SERIAL","pyserial","W0/?","3","T1_serial_probe_ready"
"community","d_432","Horiba MicroHR短焦距成像光谱仪","Horiba","USB_SDK","usb/dll","","4","T3u_usb_sdk_not_serial"
"community","d_441","Omega D8200 USB数据采集接口模块","Omega Engineering","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","d_442","Omega Platinum系列PID温度/过程控制器","Omega Engineering","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","d_445","Seek Thermal Compact智能手机热像仪","Seek Thermal","USB_SDK","usb/dll","","2","T3u_usb_sdk_not_serial"
"community","d_446","Spectra-Physics Millennia eV连续波DPSS绿色激光器","Spectra-Physics","SERIAL","pyserial","?IDN\r","3","T1_serial_probe_ready"
"community","d_447","Thorlabs BSC201单通道台式步进电机控制器","Thorlabs","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_448","Thorlabs BSC203三通道台式步进电机控制器","Thorlabs","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_45","Mettler Toledo AG204 分析天平","Mettler Toledo","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_452","Thorlabs MPC320电动光纤偏振控制器","Thorlabs","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_454","Thorlabs PAX1000系列高动态范围偏振分析仪","Thorlabs","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_456","VICI Valco两位多通阀","VICI Valco","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","d_457","Zaber Binary协议电机控制器","Zaber","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_458","eDAQ IsoPod隔离式传感器数据记录仪","eDAQ","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_46","Ohaus Explorer EX225D/AD 半微量天平","Ohaus","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","d_47","Ohaus Defender 5000 (D52) 工业台秤","Ohaus","SERIAL","pyserial","","8","T1b_serial_probe_tbd"
"community","d_475","AMI Model 430 超导磁铁电源程控器","American Magnetics","TCP","socket","PSwitch?","10","T3_network_needs_ext"
"community","d_481","Model 4G 双极性超导磁铁电源","Cryomagnetics","VISA_SCPI","scpi-framework","UNITS?","3","T2_visa_needs_rs232_idn"
"community","d_482","TM620 低温温度监测仪","Cryomagnetics","VISA_SCPI","scpi-framework","MEAS? A","1","T2_visa_needs_rs232_idn"
"community","d_484","83650A 合成扫频信号发生器","Keysight","VISA_SCPI","scpi-framework","","3","T2_visa_needs_rs232_idn"
"community","d_485","8753D RF矢量网络分析仪","Keysight","VISA_SCPI","scpi-framework","OPC?;PRES","5","T2_visa_needs_rs232_idn"
"community","d_49","Harvard Apparatus PHD 2000 注射泵","Harvard Apparatus","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","d_492","DMM6500 6.5位触摸屏数字万用表","Tektronix","VISA_SCPI","scpi-framework","","0","T2_visa_needs_rs232_idn"
"community","d_493","DMM7510 7.5位图形采样万用表","Tektronix","VISA_SCPI","scpi-framework","","0","T2_visa_needs_rs232_idn"
"community","d_519","Keysight N5222B PNA微波矢量网络分析仪","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_520","Keysight N5230C PNA-L微波网络分析仪","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_521","Keysight N5232B PNA-L微波矢量网络分析仪","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_522","Keysight N5245A PNA-X微波矢量网络分析仪","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_523","Keysight N6705B模块化直流电源分析仪","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_531","Quantum Design DynaCool 物性测量系统","Quantum Design","VISA_SCPI","lantz/VISA","*IDN?","6","T2_visa_needs_rs232_idn"
"community","d_532","Rigol DG1062Z 函数/任意波形发生器","Rigol","VISA_SCPI","scpi-framework","","2","T2_visa_needs_rs232_idn"
"community","d_533","Rigol DG4000系列 函数/任意波形发生器","Rigol","VISA_SCPI","scpi-framework","","2","T2_visa_needs_rs232_idn"
"community","d_537","Rigol DS1074Z 数字示波器","Rigol","VISA_SCPI","scpi-framework","","2","T2_visa_needs_rs232_idn"
"community","d_54","Inficon IC/5 薄膜沉积控制器","Inficon","VISA_SCPI","lantz/VISA","","6","T2_visa_needs_rs232_idn"
"community","d_56","Inficon SQM-160/SQC-310 薄膜监控仪/控制器","Inficon","VISA_SCPI","lantz/VISA","","7","T2_visa_needs_rs232_idn"
"community","d_566","Ametek 7270 DSP锁相放大器","Signal Recovery","VISA_SCPI","scpi-framework","","3","T2_visa_needs_rs232_idn"
"community","d_568","Copper Mountain S5048 矢量网络分析仪","Copper Mountain","VISA_SCPI","scpi-framework","*OPC?;SYST:PRES","5","T2_visa_needs_rs232_idn"
"community","d_569","Cryogenic SMS120C 超导磁铁电源","Cryogenic","VISA_SCPI","lantz/VISA","GET VL","2","T2_visa_needs_rs232_idn"
"community","d_570","Cryomagnetics LM-500 液态低温液位计","Cryomagnetics","VISA_SCPI","scpi-framework","MEAS? 1","3","T2_visa_needs_rs232_idn"
"community","d_571","Cryomagnetics Model 4G 超导磁铁电源","Cryomagnetics","VISA_SCPI","scpi-framework","UNITS?","3","T2_visa_needs_rs232_idn"
"community","d_573","Gentec Maestro 激光功率能量计","Gentec","VISA_SCPI","scpi-framework","*VER","3","T2_visa_needs_rs232_idn"
"community","d_574","Holzworth HS9000 多通道射频合成器","Holzworth","TCP","socket","*IDN?","6","T3_network_needs_ext"
"community","d_575","Holzworth HS9008B 多通道相位相干射频合成器","Holzworth","VISA_SCPI","lantz/VISA",":{}:FREQ?","9","T2_visa_needs_rs232_idn"
"community","d_577","HP 8594E 便携式频谱分析仪","Keysight","VISA_SCPI","scpi-framework","ID?","3","T2_visa_needs_rs232_idn"
"community","d_58","Huber CC-505 冷热循环器","Huber","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","d_586","Lighthouse Photonics Sprout-G 连续波DPSS绿光激光器","Lighthouse Photonics","VISA_SCPI","scpi-framework","","4","T2_visa_needs_rs232_idn"
"community","d_59","Julabo HL-4 HighTech可编程加热循环器","Julabo","SERIAL","pyserial","version","10","T1_serial_probe_ready"
"community","d_591","Oxford Instruments ILM200 智能低温液位计","Oxford Instruments","VISA_SCPI","lantz/VISA","*IDN?","8","T2_visa_needs_rs232_idn"
"community","d_593","Oxford Instruments Kelvinox IGH 稀释制冷机智能气体处理系统","Oxford Instruments","VISA_SCPI","lantz/VISA","*IDN?","9","T2_visa_needs_rs232_idn"
"community","d_594","Oxford Instruments Proteox 无液氦稀释制冷机","Oxford Instruments","TCP","socket","get_MAG_VEC","10","T3_network_needs_ext"
"community","d_595","PeakTech 15xx系列线性稳压直流电源","PeakTech","VISA_SCPI","lantz/VISA","*IDN?","4","T2_visa_needs_rs232_idn"
"community","d_596","Rigol DP932 三路输出可编程直流电源","Rigol","VISA_SCPI","scpi-framework","","9","T2_visa_needs_rs232_idn"
"community","d_597","Rigol DSG3136B 射频信号发生器","Rigol","VISA_SCPI","scpi-framework","*IDN?","3","T2_visa_needs_rs232_idn"
"community","d_598","Rohde & Schwarz FSV3013 信号与频谱分析仪","Rohde & Schwarz","VISA_SCPI","scpi-framework",":FETCH:POW:ACP?","4","T2_visa_needs_rs232_idn"
"community","d_605","Rohde & Schwarz SMR40 微波信号发生器","Rohde & Schwarz","VISA_SCPI","scpi-framework","SOUR:FREQ?","10","T2_visa_needs_rs232_idn"
"community","d_606","Rohde & Schwarz SMW200A 矢量信号发生器","Rohde & Schwarz","VISA_SCPI","scpi-framework","*IDN?","7","T2_visa_needs_rs232_idn"
"community","d_607","Rohde & Schwarz ZVL13 矢量网络分析仪","Rohde & Schwarz","VISA_SCPI","scpi-framework","INST?","5","T2_visa_needs_rs232_idn"
"community","d_608","Santec TSL-570 高性能可调谐激光器","Santec","VISA_SCPI","scpi-framework","","8","T2_visa_needs_rs232_idn"
"community","d_609","Santec TSL-580 高性能可调谐激光器","Santec","VISA_SCPI","scpi-framework","","8","T2_visa_needs_rs232_idn"
"community","d_61","Julabo Presto A40 高动态温控系统","Julabo","SERIAL","pyserial","GET_BATH_TEMP","10","T1_serial_probe_ready"
"community","d_610","Andor Shamrock SR750 切尔尼-特纳光谱仪","Andor","USB_SDK","usb/dll","","10","T3u_usb_sdk_not_serial"
"community","d_612","Stanford Research Systems SIM928 隔离直流电压源","Stanford Research Systems","VISA_SCPI","scpi-framework","*IDN?","10","T2_visa_needs_rs232_idn"
"community","d_613","Stanford Research Systems SR844 射频锁相放大器","Stanford Research Systems","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_614","Tektronix AFG3000系列任意函数发生器","Tektronix","VISA_SCPI","scpi-framework","","5","T2_visa_needs_rs232_idn"
"community","d_615","Tektronix AWG520 任意波形发生器","Tektronix","VISA_SCPI","scpi-framework","AWGC:RSTATE?","10","T2_visa_needs_rs232_idn"
"community","d_616","Tektronix FCA3100系列频率计数器/定时器/分析仪","Tektronix","VISA_SCPI","scpi-framework","","5","T2_visa_needs_rs232_idn"
"community","d_62","Lauda Proline RP 845 制冷加热循环浴","Lauda","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","d_623","Rohde & Schwarz ZNLE3 矢量网络分析仪","Rohde & Schwarz","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_624","Rohde & Schwarz ZNLE4 矢量网络分析仪","Rohde & Schwarz","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_625","Rohde & Schwarz ZNLE6 矢量网络分析仪","Rohde & Schwarz","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_626","ERA Instruments ERASynth+ 开源射频信号发生器","ERA Instruments","VISA_SCPI","lantz/VISA","","10","T2_visa_needs_rs232_idn"
"community","d_627","ERA Instruments ERASynth++ 开源射频信号发生器","ERA Instruments","VISA_SCPI","lantz/VISA","","10","T2_visa_needs_rs232_idn"
"community","d_628","Valon 5015 高精度频率合成器","Valon","VISA_SCPI","lantz/VISA","","1","T2_visa_needs_rs232_idn"
"community","d_63","Lauda LOOP L250 帕尔贴循环恒温器","Lauda","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_630","Thorlabs KBD101 K-Cube无刷直流伺服电机控制器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_635","Thorlabs BPC001 单通道台式压电控制器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_636","Thorlabs BPC002 双通道台式压电控制器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_639","Thorlabs BNT001 台式NanoTrak控制器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_64","Thermo NESLAB RTE-740/RTE-111 制冷加热循环浴","Thermo Scientific","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_640","Thorlabs BMS001 单通道台式步进电机控制器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_641","Thorlabs BMS002 双通道台式步进电机控制器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_642","Thorlabs BDC101 单通道台式直流伺服电机控制器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_643","Thorlabs TPA101 T-Cube光束位置对准器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_644","Thorlabs TQD001 T-Cube PSD自动对准四象限探测器控制器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_645","Thorlabs MFF102 电动滤光片翻转架","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_646","Thorlabs KLS101 K-Cube LED/光源驱动器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_647","Thorlabs KNA101 K-Cube NanoTrak自动对准控制器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_648","Thorlabs KSG101 K-Cube应变片读数器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_65","Masterflex L/S 蠕动泵系统","Masterflex","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_650","T-Cube步进电机控制器","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_651","T-Cube压电控制器","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_652","T-Cube应变仪读数器","Thorlabs","VISA_SCPI","scpi-framework","","6","T2_visa_needs_rs232_idn"
"community","d_653","T-Cube无刷直流电机控制器","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_655","单通道压电控制器","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_656","模块化机架步进电机控制器","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_657","模块化机架压电控制器","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_658","纳米定位器控制器","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_659","直流伺服电机控制器","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_660","T-Cube激光二极管控制器","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_661","T-Cube惯性电机控制器","Thorlabs","VISA_SCPI","scpi-framework","","6","T2_visa_needs_rs232_idn"
"community","d_662","紧凑型光功率计","Thorlabs","VISA_SCPI","scpi-framework","SYST:SENSOR:IDN?","4","T2_visa_needs_rs232_idn"
"community","d_663","3通道开环压电控制器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_664","4通道开环压电控制器","Thorlabs","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_665","电动双位置滑块","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_666","电动4位置滤光片滑块","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_667","电动旋转台","Thorlabs","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_67","Watson-Marlow 520/530 蠕动泵","Watson-Marlow","VISA_SCPI","lantz/VISA","<1,RS,??>","9","T2_visa_needs_rs232_idn"
"community","d_68","Gilson Minipuls 3 蠕动泵","Gilson","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_681","Lake Shore 218低温温度监测仪","Lake Shore","SERIAL","pyserial","INPUT? {}","9","T1_serial_probe_ready"
"community","d_682","Lake Shore 235低温温度控制器","Lake Shore","SERIAL","pyserial","INPUT? {}","9","T1_serial_probe_ready"
"community","d_683","Laser Quantum Finesse DPSS泵浦激光器","Laser Quantum","UNKNOWN","","SERIAL?","10","T4_manual_review"
"community","d_684","Lighthouse Photonics Sprout-G绿光泵浦激光器","Lighthouse Photonics","VISA_SCPI","scpi-framework","","4","T2_visa_needs_rs232_idn"
"community","d_687","Sirah Matisse连续波单频可调谐环形激光器","Sirah","VISA_SCPI","lantz/VISA","ERROR:CODE?","10","T2_visa_needs_rs232_idn"
"community","d_697","Trinamic TMCM-1110 StepRocker单轴步进电机控制器/驱动器","Trinamic","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_698","Trinamic TMCM-3110三轴步进电机控制器/驱动器模块","Trinamic","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_699","Trinamic TMCM-6110六轴步进电机控制器/驱动器模块","Trinamic","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_70","ThalesNano H-Cube 连续流动加氢反应器","ThalesNano","TCP","network-framework","TC1?","8","T3_network_needs_ext"
"community","d_703","E5071C ENA Vector Network Analyzer","Keysight","UNKNOWN","",":OUTPUT:STATE?","10","T4_manual_review"
"community","d_704","LM-510 Liquid Level Monitor","Cryomagnetics","SERIAL","pyserial","CHAN?","10","T1_serial_probe_ready"
"community","d_705","PS 2000 B Series DC Laboratory Power Supply","Elektro-Automatik","UNKNOWN","","","10","T4_manual_review"
"community","d_709","TF-100 Tunable Filter","OZOptics","SERIAL","pyserial","W?","10","T1_serial_probe_ready"
"community","d_71","Uniqsis FlowSyn 流动化学反应系统","Uniqsis","TCP","socket","","2","T3_network_needs_ext"
"community","d_710","DD-100 Variable Attenuator","OZOptics","SERIAL","pyserial","W?","10","T1_serial_probe_ready"
"community","d_711","EPC-04 Electronic Polarization Controller","OZOptics","SERIAL","pyserial","W?","10","T1_serial_probe_ready"
"community","d_712","E5CC Temperature Controller","Omron","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_714","TPG261 Single-Channel Vacuum Gauge Controller","Pfeiffer","UNKNOWN","","","0","T4_manual_review"
"community","d_715","TPG262 Dual-Channel Vacuum Gauge Controller","Pfeiffer","UNKNOWN","","","0","T4_manual_review"
"community","d_72","VICI Valco 多位置选择阀","VICI Valco","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","d_723","Conrad USB/Serial Relay Board","Conrad","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_725","Silicon Software microEnable系列图像采集卡","Silicon Software","USB_SDK","usb/dll","","10","T3u_usb_sdk_not_serial"
"community","d_726","BitFlow Axion/Aon/Neon系列Camera Link图像采集卡","BitFlow","USB_SDK","usb/dll","","10","T3u_usb_sdk_not_serial"
"community","d_73","IDEX MX Series II 多位置选择阀","IDEX Health & Science","SERIAL","pyserial","","8","T1b_serial_probe_tbd"
"community","d_730","Omicron DeepStar系列高速调制半导体激光器","Coherent","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","d_731","Coherent OBIS智能激光模块系列","Coherent","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_732","Coherent Sapphire光泵半导体激光器","Coherent","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","d_734","CoolLED pE-300系列显微镜LED光源","CoolLED","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","d_735","CoolLED pE-4000通用型16波长LED荧光光源","CoolLED","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","d_736","LUDL MAC2000模块化显微镜自动化控制器","LUDL","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_737","Lumencor Spectra III 固态光源引擎","Lumencor","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","d_738","Prior ProScanIII 显微镜自动化控制器","Prior Scientific","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_739","Zaber Nucleus X-LCA4 四通道LED控制器","Zaber","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_740","Aurox Clarity 无激光共聚焦模块","Aurox","UNKNOWN","","","10","T4_manual_review"
